9111225377,3375132227,2683440042,2088946562,594416956.3,360862631.9,72495781.88,0.08,0.43,51.47,3.34,0.13,0.22,0.11,0.23,0.32,0.37,0.59
7500977001,3143157369,2409797562,1936858801,470664116.2,292204459.7,107549623.8,0.07,0.5,43.84,3.07,0.12,0.2,0.12,0.16,0.05,0.42,0.72
7846216835,3693118996,2149308235,1749645338,396791104.5,251512856.2,-642547689.2,0.06,0.48,23.46,1.48,0.12,0.18,0.39,-0.11,0.01,0.47,0.89
7811767763,3686833954,1540782654,1091506342,443108572.6,283571668.2,72183627.3,0.07,0.4,25.36,1.81,0.18,0.29,0.45,-0.04,0.06,0.47,0.89
19439252678,11526773710,17471251823,17779406039,169663510.6,140583706.2,60474150.84,0.02,1,102,2.35,0.01,0.01,-0.1,1.8,0.02,0.59,1.46
20191845033,12435237474,19305694174,19605840189,94450692.24,50182634.84,244963465.8,0.04,1,122.35,1.03,0,0,0.09,1.31,0.03,0.62,1.6
18602494764,11088300509,17699645354,18107121478,-114568808.7,21734192.67,788349688.6,0.02,1,271.46,0.99,0,-0.01,-0.17,-0.95,0.01,0.6,1.48
19408761850,11934114383,21393176080,21550855445,430950582.2,464139175.3,-652666206.1,0.08,1,14.95,1.16,0.02,0.02,0.08,-0.19,0.03,0.61,1.6
11114215684,5289104526,12431496586,12419276240,392383472,315482031.7,-1092098759,0.07,0.4,26.37,1.59,0.03,0.03,-0.07,-0.36,0.05,0.48,0.91
10919278585,5915565564,10071248977,9588392818,555505613.8,434335308.4,549726588,0.1,0.4,29.65,2.68,0.04,0.06,0.14,0.1,0.07,0.54,1.18
9746125443,5076050572,8801057911,8323690748,500376338.8,393884720.4,830645146.1,0.1,0.3,14.78,1.28,0.04,0.06,0.44,-0.15,0.07,0.52,1.09
6517729366,2416406798,5851438324,5178516999,687167264.8,629853939.3,541681973.5,0.16,0.3,20.81,3.25,0.11,0.12,-0.16,0.02,0.14,0.37,0.59
6613234507,3006234243,7000588583,6228230879,774216478.4,616430396.3,1254241385,0.19,0.3,22.39,4.09,0.09,0.11,0.58,0.15,0.15,0.45,0.83
4948382387,1798671488,4430827339,3808073510,626892428.6,537370232.7,-342748867.6,0.18,0.3,24.19,4.4,0.12,0.14,0.29,0.44,0.11,0.36,0.57
10219156999,4567360550,2271278419,1459667941,824466844,627598722,-317494346,0.12,1,24.01,2.67,0.28,0.36,0.02,0.17,0.08,0.45,0.81
9705531424,4480141590,2234266629,1530707679,720070923,536507160,366473668,0.11,1,30.17,3.1,0.24,0.32,0.09,0.65,0.08,0.46,0.86
9320750892,4460722497,2050149034,1494720248,564104769,325196780,-20058661,0.07,1,30.39,2.03,0.16,0.28,0.04,-0.15,0.03,0.48,0.92
9408555879,5067778256,1035944829,874004545,162184286,120778328,57694332,0.03,1,86.99,2.42,0.12,0.16,0.19,-0.58,0,0.54,1.17
7136593833,3117639772,886446384,447144850,440830519,289268188,70407558,0.07,0.2,50.67,3.65,0.33,0.5,0.08,0.2,0.04,0.44,0.78
4496241000,1960113000,711424000,390855000,326404000,211439000,-32168000,0.08,0.2,18.96,1.58,0.3,0.46,0.1,0,0.04,0.44,0.77
36125200243,24324889371,7061493506,6516073598,706544627.3,536253358.9,387827066.3,0.07,1,38.34,2.41,0.08,0.1,0.26,-0.12,0.51,0.67,2.06
25174392378,17373140958,5589383248,5168235181,762365590.1,610232359.7,147342939.5,0.08,0.91,58.48,5.71,0.11,0.14,0.32,0.01,-0.21,0.69,2.23
24326631925,14486252788,4230653566,3772901929,757229089.1,601265458,686724917.4,0.09,1,24.92,2.46,0.14,0.18,0.25,0.03,0.1,0.6,1.47
21954981394,13041521992,3382924613,2803702123,619881377.9,581308910.9,-810715177.3,0.09,1,27.59,2.81,0.17,0.18,-0.04,0.11,0.07,0.59,1.46
19023561192,10667590777,3538376657,2904438565,615045033.1,522871175.1,1095466112,0.08,1,22.26,2.16,0.15,0.17,0.17,0.08,0.06,0.56,1.28
16841047964,8924495933,3036660751,2551201885,484977669.2,482668446.8,-297342381.1,0.08,1,31.22,2.94,0.16,0.16,0.15,0.08,0.06,0.53,1.13
12902941288,5700537510,1734291720,1581556642,167940155.3,260852899.7,64716515.68,0.05,0.38,52.29,2.91,0.15,0.1,0.23,-0.49,0,0.44,0.79
11478660742,4266689909,1410654119,1245755630,379876292.8,510301851.4,983508804.8,0.09,0.38,56.17,5.93,0.36,0.27,0.28,0.2,0.02,0.37,0.59
11052264063,3991562306,1099979699,1028538434,215970907.8,426925229,-277975632.1,0.09,0.38,57.66,5.32,0.39,0.2,1.34,-0.11,0.48,0.36,0.57
7157133819,2773049478,312746016.8,303532951.6,97475906.5,490459152.4,379783591.8,0.11,0.27,20.07,2.32,1.57,0.31,0.34,0.22,-0.03,0.39,0.63
5163032609,642709412,234204638.7,193428783,-4891359.24,403516147.3,-792982986.3,0.09,0.27,33.23,3.02,1.72,-0.02,0.15,-0.12,0.11,0.12,0.14
5981945845,1922606658,203190368.4,174286073,57915346.02,460517094.3,-464324039.7,0.12,0.27,26.75,3.07,2.27,0.29,0.14,-0.04,0.03,0.32,0.47
5133953342,1194049733,177748031,172469149,36154710.76,482015769.4,201347426.9,0.12,0.11,31.88,3.9,2.71,0.2,0.07,0.11,0.02,0.23,0.3
23015062460,4189789350,5750882944,3537673779,2805654455,2095535175,2284161195,0.12,0.57,20.94,2.38,0.36,0.49,0.1,0.12,0.09,0.18,0.22
18919951400,3429277015,4611211636,3235233721,1944493760,1499594590,2006019827,0.11,0.57,16.86,1.65,0.33,0.42,0.1,0.14,0.09,0.18,0.22
16043104781,4433467434,3144252414,1574147615,1948220053,1694975379,-43478759,0.16,0.57,27.97,4.1,0.54,0.62,0.06,0.12,0.14,0.28,0.38
12057139478,1913238852,2955221027,1451141907,1738512921,1513416953,-174480866,0.16,0.52,30.67,4.58,0.51,0.59,0.1,0.09,0.11,0.16,0.19
8184907890,270345263,2352017414,1125411097,1472646960,1291646856,-916927388,0.18,0.39,23.29,3.8,0.55,0.63,0.32,1.01,0.29,0.03,0.03
6617955482,1596806127,1156530353,688811000.3,668735761.2,566761204.8,-652604226.4,0.12,0.36,22.55,2.55,0.49,0.58,0.33,0.04,0.15,0.24,0.32
1.45E+11,97628629409,22501016455,28536586691,-5994315403,-3306329115,6411862094,-0.1,0.48,-31.12,2.18,-0.15,-0.27,-0.24,-17.5,1.47,0.67,2.06
1.04E+11,84509312688,29791893595,29336183363,519293888.1,200327524.4,281159017,0.01,0.98,554.49,5.86,0.01,0.02,-0.21,-0.2,0,0.82,4.41
63759371460,50613204137,36933606039,36565073116,380115137,256141255.7,-993262987.9,0.02,0.8,120.63,2.38,0.01,0.01,-0.14,-0.48,0.01,0.79,3.85
49733082746,36711876456,42814922834,42158308572,673486932,496293308.4,745013377,0.04,1,68.08,2.62,0.01,0.02,0.06,1.56,0.03,0.74,2.82
42942063511,30495451966,34016230271,36252248945,-2211175970,-1631218515,669189626.9,-0.12,0.42,-15.44,2.03,-0.05,-0.07,-0.23,-2.77,-0.13,0.71,2.45
43899307726,29546500701,44123734082,42972911522,1107426408,920343068.3,1203228131,0.06,0.42,27.08,1.74,0.02,0.03,0.65,-0.47,0.02,0.67,2.06
33626462320,19551776151,26772959031,24822097152,1988137118,1746451737,793908005.6,0.16,0.42,19.79,2.46,0.07,0.07,0.47,1.67,0.8,0.58,1.39
13853910388,6034157066,18265461779,17551583674,732520103.3,653802684.4,-591185905.6,0.09,0.54,26.6,2.22,0.04,0.04,-0.04,-0.35,0.22,0.44,0.77
12209007937,5821593342,18970971258,17810434207,1137977126,1006419202,-2664636551,0.18,0.54,6.17,0.97,0.05,0.06,0.17,0.15,0.3,0.48,0.91
12844626683,7925427623,16246163695,15267574229,981450925.1,878093249,2910948116,0.19,0.28,6.25,1.12,0.05,0.06,0.52,0.55,0.18,0.62,1.61
9739329038,5581989969,10719829694,9872448078,857542911.3,565552987.6,506645911.2,0.15,0.28,13.13,1.79,0.05,0.08,0.67,0.85,0.16,0.57,1.34
8266826748,4675040667,6404781501,5970277989,447229058.8,305433330.6,428050560.5,0.09,0.28,20.3,1.73,0.05,0.07,0.15,0.19,0.03,0.57,1.3
3.00E+11,2.04E+11,1.29E+11,1.08E+11,23005719972,13786050131,-5543166156,0.2,0.69,8.63,1.5,0.11,0.18,0.03,0.31,0.15,0.68,2.12
2.72E+11,1.89E+11,1.25E+11,1.08E+11,18551998503,10545750526,2896694000,0.17,1,11.16,1.7,0.08,0.15,-0.06,0,0.13,0.69,2.26
2.60E+11,1.86E+11,1.34E+11,1.16E+11,18347948575,10520133720,-1163714390,0.19,1,6.45,1.1,0.08,0.14,0,0.79,0.14,0.72,2.52
2.57E+11,1.92E+11,1.34E+11,1.26E+11,9120759409,5868651294,1952605152,0.11,0.95,16.65,1.76,0.04,0.07,0,3.63,0.12,0.75,2.96
2.54E+11,1.96E+11,1.33E+11,1.33E+11,1139266585,1268245238,-873655278,0.02,0.95,58.29,1.48,0.01,0.01,0.28,-0.64,-0.04,0.77,3.37
2.24E+11,1.63E+11,1.04E+11,1.01E+11,4122209005,3544304422,4199455863,0.07,0.27,22.21,1.49,0.03,0.04,0.31,-0.3,0.25,0.73,2.68
1.94E+11,1.45E+11,79742330872,74584727552,5933428534,5080996564,-802269825,0.12,0.32,17.25,2.14,0.06,0.07,0.18,-2.37,0.17,0.75,2.98
1.65E+11,1.23E+11,67825137078,72557209691,-4601897295,-3701229826,-1745639737,-0.09,0.32,-26.15,2.67,-0.05,-0.07,0.34,-1.62,-0.18,0.75,2.96
1.22E+11,71373606719,50434614049,44550817579,7124676668,5997058661,4083661284,0.13,0.32,20.02,2.6,0.12,0.14,0.14,0.08,0.06,0.58,1.41
1.08E+11,60645700107,44312826811,36772517167,7856820443,5550381540,559525542,0.14,0.07,20.39,2.71,0.13,0.18,0.1,0.17,0.09,0.56,1.27
71324978078,31568175327,30292698696,23923562328,6630405834,5389057047,-1833117042,0.15,0.06,15.75,2.28,0.18,0.22,0.29,-0.01,0.11,0.44,0.79
53276965016,17400177972,23479646958,16736719486,6907387793,5457142551,1126046544,0.17,0.06,24.23,3.8,0.23,0.29,0.25,0.34,0.2,0.33,0.48
48098755152,18110745825,18725340857,13456647672,5239376115,4082350589,829465225,0.15,0.06,17.73,2.48,0.22,0.28,0.18,0.12,0.09,0.38,0.6
12140702151,3233917418,2427004934,1238671932,1262734952,937866859.9,246300750.8,0.11,0.7,25.04,2.89,0.39,0.52,0.04,0.09,0.05,0.27,0.36
11532440474,3082747117,2339569537,1296478719,1170104040,860865567.7,-82725212.99,0.11,1,13.49,1.53,0.37,0.5,0,0.02,0.07,0.27,0.36
12202968076,4309274261,2330104247,1212957331,1205803044,847910073.2,-217167595.4,0.12,1,7.98,0.96,0.36,0.52,0.05,0.11,0.08,0.35,0.55
11334161449,4013930560,2222507036,1119113573,1115424458,761000765.2,159614806.9,0.12,1,8.78,1.02,0.34,0.5,0,-0.11,0.12,0.35,0.55
10106000905,3545426725,2216354505,982833982.8,1241540509,856727960.8,-158704943.5,0.15,1,8.71,1.19,0.39,0.56,0.05,0.09,0.09,0.35,0.54
9411387700,3385036337,2109565320,986777068.9,1133188675,782917338.4,-286461005.2,0.15,1,13.18,1.79,0.37,0.54,0.19,0.16,0.09,0.36,0.56
9573685601,4042744380,1771562285,816197972.5,959205399.3,673449335.2,511733279.6,0.14,1,18.62,2.37,0.38,0.54,0.05,-0.03,0.06,0.42,0.73
8587027164,3368798998,1689557091,742608548.4,950800449.6,691801601.1,124056775.5,0.15,0.54,10.84,1.5,0.41,0.56,0,0.34,0.08,0.39,0.65
7387901510,2543882634,1688879091,587361698.6,1108005799,517447740,6724512.3,0.12,0.4,21.51,2.41,0.31,0.66,0.04,-0.31,-0.03,0.34,0.53
7232966766,2246984773,1617898018,680283847.1,967753261,749302455.4,-180511069.3,0.16,0.26,18.44,2.81,0.46,0.6,0.05,0.14,0.03,0.31,0.45
6970437824,2134171103,1538017108,674445384.2,876610639.1,659248355.3,-97077544.2,0.14,0.26,11.93,1.7,0.43,0.57,0.24,0.63,0.11,0.31,0.44
6551915208,2208039049,1242898870,728298551.5,528457440.8,404403436.2,177402726.8,0.1,0.21,29.45,2.87,0.33,0.43,0.39,0.43,0.07,0.34,0.51
2.02E+12,1.90E+12,58529000000,33910000000,24934000000,18883000000,1.11E+11,0.17,0.73,5.78,0.93,0.32,0.43,0.09,0.05,0.16,0.94,16.07
1.85E+12,1.75E+12,53915000000,30994000000,23891000000,17981000000,3881000000,0.19,0.73,8.36,1.48,0.33,0.44,0.19,0.16,0.19,0.94,17.14
1.67E+12,1.59E+12,45236000000,24559000000,20660000000,15506000000,71182000000,0.19,0.73,4.85,0.88,0.34,0.46,0.14,0.21,0.15,0.95,18.44
1.49E+12,1.41E+12,39573379505,22575807641,17201143469,12796280936,19298070440,0.18,0.73,5.6,0.96,0.32,0.43,0.18,0.39,0.17,0.95,18.93
1.24E+12,1.18E+12,33412707682,21020284475,12523510960,9221933577,47435094403,0.19,0.73,8.16,1.18,0.28,0.37,0.37,0.54,0.8,0.95,18.46
8.45E+11,8.15E+11,16944889493,12318369893,4811264980,3760226846,-33290992388,0.13,0.76,16.26,2.02,0.22,0.28,0.17,0.22,0.1,0.96,26.96
7.32E+11,7.04E+11,14458022936,13577476425,4033889431,3070838346,39210648375,0.15,0.44,17.06,1.91,0.21,0.28,0.23,0.46,1.1,0.96,25.68
5.92E+11,5.79E+11,11788133637,10404512317,3855769235,2101189229,2750033838,0.17,0.4,28.98,4.66,0.18,0.33,0.52,0.44,0.12,0.98,44.37
4.45E+11,4.33E+11,7734556607,7500032365,2570445102,1457043273,25171623473,0.13,0.37,27.87,3.49,0.19,0.33,0.31,0.13,0.11,0.97,37.23
3.56E+11,3.46E+11,5907949998,5531301799,2184273010,1288675101,-26251622466,0.13,0.29,17.93,2.21,0.22,0.37,0.21,0.27,0.09,0.97,33.07
3.04E+11,2.95E+11,4882902470,4474111109,1817440506,1016917572,12850137549,0.11,0.29,16.07,1.7,0.21,0.37,0.2,0.27,0.11,0.97,30.67
4.52E+12,4.21E+12,1.49E+11,94175000000,60250000000,46111000000,-5672000000,0.17,0.81,7.21,1.1,0.31,0.41,0.13,0.04,0.25,0.93,13.59
4.02E+12,3.77E+12,1.32E+11,75990000000,59479000000,44546000000,-24869000000,0.2,1,7.44,1.38,0.34,0.45,0.16,0.05,0.21,0.94,15.21
3.21E+12,3.04E+12,98195000000,52379000000,50732000000,37563000000,-9694000000,0.25,1,7.28,1.68,0.38,0.52,0.23,0.35,0.26,0.95,18.06
2.23E+12,2.09E+12,80094000000,45083000000,37285000000,27920000000,96045000000,0.24,1,6.03,1.3,0.35,0.47,0.48,0.59,0.27,0.94,15.62
1.43E+12,1.34E+12,36927000000,26455000000,15605000000,12104000000,49448000000,0.17,1,13.04,1.79,0.33,0.42,0.06,0.54,0.63,0.94,15.05
1.05E+12,1.00E+12,34848000000,24605000000,10412000000,7885000000,75282000000,0.15,0.95,13.15,1.92,0.23,0.3,0.39,0.24,0.09,0.95,18.29
9.20E+11,8.70E+11,25012175000,16101778000,9199590000,6335176000,-31758923000,0.18,0.84,31.04,3.92,0.25,0.37,0.45,0.65,1.6,0.95,17.33
7.00E+11,6.81E+11,17208048000,12121782000,5332304000,3831826000,34266001000,0.22,0.6,31.57,6.27,0.22,0.31,0.71,0.42,0.25,0.97,35.28
5.57E+11,5.42E+11,10056532000,8405045000,4240326000,2702519000,13698188000,0.19,0.4,14.13,2.47,0.27,0.42,0.4,0.33,0.2,0.97,35.04
4.45E+11,4.32E+11,7173679000,6648704000,2844550000,2038401000,-20950113000,0.18,0.3,15.54,2.45,0.28,0.4,0.67,0.47,0.34,0.97,33.51
3.61E+11,3.51E+11,4302731000,4512702000,1967671000,1391252000,-1517472000,0.18,0.28,28.04,4.04,0.32,0.46,0.5,0.56,0.61,0.97,36.42
2.46E+11,2.40E+11,2872752000,2907751000,1215399000,891540000,26717753000,0.16,0.2,30.67,4.55,0.31,0.42,0.27,0.38,0.11,0.98,40.02
1.39E+11,1.33E+11,2270669000,2158030000,880784000,646370000,4892849000,0.11,0.2,45.07,5.37,0.28,0.39,0.95,0.51,-0.1,0.96,24.6
18596323369,7350692391,4377920788,3921926975,453779166.7,308158527.1,-323636156.4,0.03,1,50,1.52,0.07,0.1,-0.14,-0.46,0.02,0.4,0.65
17563848459,6572569932,5083603808,4237488652,849468661.8,572513854.9,230975958.1,0.07,0.86,31.96,1.84,0.11,0.17,0.02,-0.29,0.06,0.37,0.6
15888509001,5483405355,4965500568,4071600829,1021350845,801910146.8,-90405027.1,0.09,0.86,8.97,0.76,0.16,0.21,0.03,0.02,0.15,0.35,0.53
10428684137,3605291283,3561769475,2997650111,625081949.9,480625125.7,732518570.4,0.09,0.86,16.64,1.23,0.13,0.18,0.13,0.13,0.41,0.35,0.53
8657153558,3805380479,3156279435,2621269128,570359608.9,426676471.5,-45021433.49,0.1,1,22.3,2.1,0.14,0.18,0.31,0.23,0.09,0.44,0.78
7559472093,3102601702,2407092788,1920361224,531101915.4,347562750.5,215031998.4,0.11,0.83,33.41,2.79,0.14,0.22,0.43,0.33,0.48,0.41,0.7
5699430865,2684497416,1684266542,1359552682,357679399.3,261613527.1,-155840564.9,0.1,0.37,29.97,2.84,0.16,0.21,0.4,0.46,0.09,0.47,0.89
4771932932,1995693563,1202377825,1042708460,175035258.1,179120582.9,259184806.7,0.06,0.37,42.21,2.98,0.15,0.15,0.49,0.04,0.14,0.42,0.72
98514917311,31370354560,29510831899,23186279050,8585748774,6562453505,2322724418,0.12,0.98,17.66,1.94,0.22,0.29,0.03,-0.03,0.11,0.32,0.47
88611621861,32763272756,28162298533,21922753128,7148342055,5255528523,-3576489777,0.11,0.92,21.39,2.26,0.19,0.25,-0.01,0.06,0.04,0.37,0.59
87102992260,33514221605,28381021293,22591477999,6556652021,4969266617,-949075908.6,0.11,0.92,12.5,1.3,0.18,0.23,0.3,0.05,0.04,0.38,0.63
83257505210,31913888615,21778857219,15029003416,7031503278,4724188042,3030097224,0.12,0.92,13.87,1.45,0.22,0.32,0.14,-0.13,0.24,0.38,0.62
65894668683,24433521106,19105452615,12723029326,6630664578,5417122232,150934886.2,0.17,0.92,16.39,2.51,0.28,0.35,0.15,0.44,0.09,0.37,0.59
59081292290,23111135055,18140479644,12090404632,6332622556,4619335427,-1461571474,0.17,0.38,26.58,4.11,0.25,0.35,0.11,0.27,0.04,0.39,0.64
55542872285,21069878562,16328397798,11024305851,5586134882,3640029943,-2243629639,0.16,0.38,40.02,5.17,0.22,0.34,0.31,0.23,0.2,0.38,0.61
50818314252,22155381640,12484371462,8732158546,4308395856,2963221537,641995994,0.1,0.12,74.45,9.18,0.24,0.35,1.61,1.49,1.46,0.44,0.77
20805031809,9142202017,4776125938,3088853912,1907893269,1189224086,-202565868.9,0.16,0.28,16.9,2.71,0.25,0.4,0.18,0.03,0.42,0.44,0.78
13013726970,4809102587,4043457072,2346553449,1870017829,1155744083,-323058447,0.2,0.23,25.39,4.32,0.29,0.46,0.18,0.16,0.1,0.37,0.59
11063216960,3585366383,3429471098,1822239840,1618274486,998751949,804869151.4,0.21,0.23,26.18,4.4,0.29,0.47,0.32,0.28,0.19,0.32,0.48
8254106112,1990737402,2590065009,1370270889,1266732979,778448410.6,18439558.98,0.18,0.23,22.41,3.5,0.3,0.49,0.21,0.1,0.07,0.24,0.32
7719551458,1875800468,2138473790,1033994347,1183193598,705706608.3,-185021525.2,0.2,0.23,23.86,3.66,0.33,0.55,0.17,0.3,0.13,0.24,0.32
2.34E+11,1.12E+11,1.64E+11,1.63E+11,1850451930,1012871715,-2182401291,0.01,1,85.36,0.77,0.01,0.01,-0.13,-0.83,-0.02,0.48,0.92
2.29E+11,1.04E+11,1.88E+11,1.80E+11,7640746774,5792349061,-307562813.9,0.05,1,20.1,1.02,0.03,0.04,-0.01,0,0.03,0.46,0.84
2.16E+11,1.05E+11,2.02E+11,1.86E+11,16665765059,12889083319,3113836517,0.13,1,9.61,1.18,0.06,0.08,0.36,1.22,0.1,0.48,0.94
2.01E+11,99923481740,1.48E+11,1.42E+11,7253766242,5816227393,-1448482093,0.06,1,24.09,1.47,0.04,0.05,-0.26,-0.1,0.03,0.5,0.99
1.88E+11,93734800189,1.91E+11,1.73E+11,19477729028,12718334521,-1071743788,0.15,0.32,17.98,2.58,0.07,0.1,0.21,-0.02,0.09,0.5,0.99
1.42E+11,63097319421,1.27E+11,1.08E+11,18485061141,12665528991,1784313478,0.21,0.27,5.92,1.01,0.1,0.15,1.16,0.35,0.88,0.44,0.8
64255424560,22241848835,58638060297,45201626647,13548072354,9395231383,1277484766,0.24,0.15,8.23,1.85,0.16,0.23,0.32,0.35,0.18,0.35,0.53
61489193013,33304129240,33876605793,27783545521,6114673566,4271932430,1937241546,0.16,0.15,13.65,2.07,0.13,0.18,0.16,0.67,0.07,0.54,1.18
47406854086,35265310555,4539146645,3466475531,1484290202,1144538405,430844481.1,0.12,1,9.78,0.92,0.25,0.33,0.17,0.24,0.55,0.74,2.9
39406938806,31565225960,3885151719,3224296843,1110334949,922730108.4,-973024145.7,0.13,1,20.09,2.37,0.24,0.29,0.27,1.34,0.12,0.8,4.03
35348126321,28360741503,3050880565,3012053454,381852312.3,394594967.5,1597612324,0.06,1,12.64,0.72,0.13,0.13,-0.23,-0.24,0.02,0.8,4.06
31044964534,24220179154,3970890163,3415067869,665425728.8,519821570,-103640476.5,0.08,1,10.33,0.79,0.13,0.17,0.51,0.75,0.07,0.78,3.55
30379388846,24016395424,2627266611,2313597676,397479610.5,297713142.2,-915038819.9,0.05,0.65,18.98,0.89,0.11,0.15,0.11,-0.43,0.01,0.79,3.77
28352897452,22082868601,2369289445,1749581800,677710840.3,526518379.1,707917827.9,0.09,0.65,15.33,1.29,0.22,0.29,0.14,0.18,0.08,0.78,3.52
21952866105,16132410528,2075933214,1454266569,658475849.8,444762359.9,333838824.3,0.08,0.6,23.58,1.81,0.21,0.32,0.12,0.72,0.06,0.73,2.77
19125982186,13658759293,1854012997,1481441699,365491276.3,257968491.1,657084653,0.05,0.45,30.64,1.45,0.14,0.2,0.01,-0.56,0.04,0.71,2.5
16640771822,11404826072,1842693384,949279029.3,892187325.6,590206979.8,-770018536,0.12,0.4,16.08,1.81,0.32,0.48,0.15,0.04,0.12,0.69,2.18
11653491043,6996756249,1608305434,689046279.3,839556696.8,565160127,1287025367,0.13,0.35,24.5,2.98,0.35,0.52,0.05,0.02,0.11,0.6,1.5
5421065866,1682191670,1232790718,462328596.3,774736619,517651670.2,-1079307310,0.14,0.27,17.32,2.4,0.42,0.63,0.54,0.91,0,0.31,0.45
51990753422,36239688390,17006343898,15191461528,2656576393,1332442623,1594257054,0.15,1,18.15,2.36,0.08,0.16,0.06,0.01,0.1,0.7,2.3
47343654103,33014484584,16101966798,15076833714,1841974379,1325640615,972071538,0.15,1,25.87,3.51,0.08,0.11,0.06,0.12,0.25,0.7,2.3
35052841282,23562523779,15131582743,13788149385,2184101283,1180627619,-256728372.6,0.16,1,9.08,1.35,0.08,0.14,0.01,0.34,0.14,0.67,2.05
31567243667,21519723239,15044339577,14392353098,1352956492,883103619,-543758195.7,0.12,1,10.85,1.38,0.06,0.09,-0.13,0.91,0.13,0.68,2.14
31602584711,22693608997,17376288190,17431749054,331621855.3,463218327.6,219840134.3,0.08,1,22.59,1.78,0.03,0.02,0.1,1.4,0.02,0.72,2.55
32059068764,23294165640,15791358620,15773273495,451551834.9,192805661,291797524.4,0.05,1,49.39,1.65,0.01,0.03,0.42,-0.5,-0.03,0.73,2.66
33235360140,24185358424,11104054069,11240399604,522500447.4,383615393.3,981762366.1,0.06,1,29,1.69,0.03,0.05,0.2,-1.25,0.33,0.73,2.67
27555662167,20733940317,9260871058,10995001462,-1942981014,-1506983337,-15354805.16,-0.22,1,-6.03,2.05,-0.16,-0.21,0.19,-4.34,-0.34,0.75,3.04
23637970784,13317641493,7787263386,7597036677,594349335.2,451244180.2,-618044211.7,0.07,0.3,22.68,1.34,0.06,0.08,-0.14,0.11,0.17,0.56,1.29
21168055640,12382217947,9006368427,8463452911,744247926,404864895.8,610674054.3,0.07,0.2,27.26,1.73,0.04,0.08,0.2,0.02,0.07,0.58,1.41
53275909995,30163040356,38972316370,41115730919,-2116392712,75929902.14,7799152181,0.01,0.76,299.43,1.37,0,-0.05,-0.25,-1.05,0.98,0.57,1.31
51554769273,38494996045,70469797410,70443479686,279172664.2,158294827.4,-811124411.1,0.01,0.83,63.02,0.77,0,0,-0.04,-1.04,0.01,0.75,2.95
1.04E+11,53074091022,44178960881,38834552342,8343118085,5964358783,4362030543,0.15,0.07,15.86,2.18,0.14,0.19,-0.18,0.04,0.18,0.51,1.04
68378653295,41855450914,12776528953,12269852969,852299639.5,389685678.2,-363351725.2,0.02,0.68,68.19,1.03,0.03,0.07,0.04,0.25,0.17,0.61,1.58
